Topics,Topic Text,distributions,Unique Words,Text
"[(6, 0.97131157)]","(6, '0.021*""river"" + 0.016*""trip"" + 0.014*""boat"" + 0.013*""tour"" + 0.010*""lovely""')","[(6, 0.97131157)]",,Great trip up the River Dee ... Relaxing and very informative with a great commentary most of the way. Lovely houses on the way and great stately homes and estates too. Boat has a cafe and bar and the team onboard are friendly and helpful. Toilet on board too. Easy to book online or at the dock side.
"[(0, 0.015876949), (1, 0.01587711), (2, 0.015877418), (3, 0.015877806), (4, 0.015876602), (5, 0.31451592), (6, 0.5743412), (7, 0.015878236), (8, 0.015878767)]","(6, '0.021*""river"" + 0.016*""trip"" + 0.014*""boat"" + 0.013*""tour"" + 0.010*""lovely""')","[(0, 0.015876953), (1, 0.015877115), (2, 0.015877424), (3, 0.015877808), (4, 0.015876608), (5, 0.3144775), (6, 0.5743796), (7, 0.015878238), (8, 0.015878739)]",,"A lovely boat ride on the river Dee,commentary was very informative..excellent."
"[(6, 0.8702964), (7, 0.11025108)]","(6, '0.021*""river"" + 0.016*""trip"" + 0.014*""boat"" + 0.013*""tour"" + 0.010*""lovely""')","[(6, 0.8702946), (7, 0.11025296)]",,"Visited the Sabrina boat with my husband & four children. We hadn’t pre booked but called the office on the day & managed to get booked in on the same day.
The boat ride was lovely, the children really enjoyed it & the guide on the landmarks along the river was so interesting & taught us facts we never even knew!!

I would definitely recommend & great value for money!"
"[(4, 0.21827987), (6, 0.7539271)]","(6, '0.021*""river"" + 0.016*""trip"" + 0.014*""boat"" + 0.013*""tour"" + 0.010*""lovely""')","[(4, 0.21833988), (6, 0.75386715)]",,"We enjoy the boat trip immensely. The commentary was informative , the pace was lovely and gentle , a great way to experience the calm of the river and to get a feel for Shrewsbury.  We parked in nearby car park, booked on the day,  and had some refreshments onboard. Everyone loved it ."
"[(4, 0.20475204), (6, 0.73539543)]","(6, '0.021*""river"" + 0.016*""trip"" + 0.014*""boat"" + 0.013*""tour"" + 0.010*""lovely""')","[(4, 0.20475242), (6, 0.735395)]",,"A very enjoyable little trip along the river, refreshments can be purchased on the boat, the staff were great and the commentary was very informative."
"[(6, 0.94443107)]","(6, '0.021*""river"" + 0.016*""trip"" + 0.014*""boat"" + 0.013*""tour"" + 0.010*""lovely""')","[(6, 0.94443107)]",,"Super guide on the river Stour, Capt. Roy who told us heaps of interesting information and made our boat trip fun!"
"[(0, 0.011113653), (1, 0.011117133), (2, 0.011116429), (3, 0.011115638), (4, 0.011115421), (5, 0.3161718), (6, 0.6060195), (7, 0.0111152185), (8, 0.01111529)]","(6, '0.021*""river"" + 0.016*""trip"" + 0.014*""boat"" + 0.013*""tour"" + 0.010*""lovely""')","[(0, 0.011113652), (1, 0.011117132), (2, 0.011116428), (3, 0.011115637), (4, 0.01111542), (5, 0.31616828), (6, 0.60602295), (7, 0.011115218), (8, 0.011115289)]",,"Great relaxing tour of river stour,guide was very informative and funny,would highly recommend"
"[(6, 0.5957594), (7, 0.3869489)]","(6, '0.021*""river"" + 0.016*""trip"" + 0.014*""boat"" + 0.013*""tour"" + 0.010*""lovely""')","[(6, 0.5957631), (7, 0.3869452)]",,"I visited Canterbury for the second time and I just had to bring my friend along for this amazing tour! Our guide was absolutely fantastic! He was so informative, friendly and funny. We learned so much about the story of the river and surrounding areas - it was really interesting! The boat ride was also super relaxing and the views were super stunning! Honestly, I can’t recommend this tour enough and I would go back for a third time! Well done guys!"
"[(3, 0.5775252), (6, 0.38357213)]","(3, '0.012*""best"" + 0.012*""amazing"" + 0.012*""food"" + 0.009*""italian"" + 0.009*""recommend""')","[(3, 0.5777248), (6, 0.38337246)]",,"Absolutely amazing River tour , great crewe Dan and deano very nice gentleman,  amazing views from the river and surrounding areas definitely recommend and will definitely be back. 🥰🥰"
"[(1, 0.66621184), (6, 0.2905645)]","(1, '0.019*""recycling"" + 0.018*""clean"" + 0.017*""great"" + 0.016*""staff"" + 0.015*""place""')","[(1, 0.66627854), (6, 0.2904978)]",,"A very nice trip down the river on board a comfortable narrow boat was just what we needed,  we had on board entertainment from Dino which kept us all amused.  Great work guys"
"[(4, 0.31270972), (6, 0.64405197)]","(6, '0.021*""river"" + 0.016*""trip"" + 0.014*""boat"" + 0.013*""tour"" + 0.010*""lovely""')","[(4, 0.31271857), (6, 0.6440431)]",,"Went on the river tour and it was well worth the money for the time and guided info given, its hard knowing which one to go on and I can recommend this as value for money."
"[(1, 0.047093615), (6, 0.3188508), (7, 0.6192315)]","(7, '0.014*""staff"" + 0.011*""well"" + 0.010*""time"" + 0.010*""food"" + 0.008*""like""')","[(1, 0.047083292), (6, 0.31877568), (7, 0.61931694)]",,"The 9 of us were treated like royalty for an afternoon tea on cruise boat ""Romance"".  We were offered drinks of our choice and crisps. We were served sandwiches, amazing mini desserts and coffee or tea. The boat was tastefully decked out, scenery was beautiful as we smoothly sailed along, and the staff were wonderful. The whole experience was so therapeutic and we all thoroughly enjoyed our afternoon. Would recommend, and we're definitely returning. Thank you Riley Canal Cruises."
"[(8, 0.9783084)]","(8, '0.012*""great"" + 0.008*""really"" + 0.006*""service"" + 0.006*""friendly"" + 0.006*""cruise""')","[(8, 0.9783084)]",,"My wife and I hired out the Romance boat for our intimate wedding reception. The service provided by Bridie and the team was absolutely exceptional. They could not have been more friendly, helpful and accommodating with us in terms of what we were looking for. The trip itself, the food cooked, and the service received, was perfect. We could not have had a better day and would highly recommend Canal Boat Cruises to anyone looking for an afternoon out, or to hire for an event."
"[(6, 0.9576475)]","(6, '0.021*""river"" + 0.016*""trip"" + 0.014*""boat"" + 0.013*""tour"" + 0.010*""lovely""')","[(6, 0.9576484)]",,Excellent evening. Food was very good and staff friendly. Trip along the canal passed by so smoothly it didn't seem like two and a half hours. Well worth booking.
"[(0, 0.010102171), (1, 0.010103519), (2, 0.010102557), (3, 0.01010402), (4, 0.010104263), (5, 0.0101029575), (6, 0.9191749), (7, 0.010102171), (8, 0.010103466)]","(6, '0.021*""river"" + 0.016*""trip"" + 0.014*""boat"" + 0.013*""tour"" + 0.010*""lovely""')","[(0, 0.010102171), (1, 0.010103519), (2, 0.010102557), (3, 0.010104019), (4, 0.010104264), (5, 0.0101029575), (6, 0.9191749), (7, 0.010102171), (8, 0.010103466)]",,"Very informative tour, comfortable seating (better than some on the Thames!) warm heated, and funny host"
"[(4, 0.9703571)]","(4, '0.009*""great"" + 0.008*""good"" + 0.007*""italian"" + 0.007*""staff"" + 0.006*""youre""')","[(4, 0.97035706)]",,"Brilliant trip, staff were very helpful and the pre recorded commentary was highly amusing.  It was a cloudy day, not overly hot outside but it was very hot and stuffy inside, couldve done with having some of the sliding windows open a crack to give a gentle through breeze to give some fresh air"
"[(6, 0.940717)]","(6, '0.021*""river"" + 0.016*""trip"" + 0.014*""boat"" + 0.013*""tour"" + 0.010*""lovely""')","[(6, 0.9407167)]",,Lovely tour with a great commentary 👌 the staff were helpful and friendly. Such a peaceful experience we all really enjoyed it and would recommend a trip!
"[(6, 0.93161184)]","(6, '0.021*""river"" + 0.016*""trip"" + 0.014*""boat"" + 0.013*""tour"" + 0.010*""lovely""')","[(6, 0.93161184)]",,"Beautiful scenery, very peaceful trip, knowledgeable, capable and engaging tour guide and very good value for money."
"[(6, 0.36397055), (8, 0.61705047)]","(8, '0.012*""great"" + 0.008*""really"" + 0.006*""service"" + 0.006*""friendly"" + 0.006*""cruise""')","[(6, 0.36396304), (8, 0.617058)]",,"Booked a 50 minute cruise for us last week when visiting Oxford. We were lucky with the weather but the boat was really comfy, tables and chairs with extra blankets!
Great tour guide, really fun and interesting, able to answer all questions and also let us enjoy the peace of the river. Highly recommended.
Well organized, great communication before the trip as well."
"[(6, 0.9806678)]","(6, '0.021*""river"" + 0.016*""trip"" + 0.014*""boat"" + 0.013*""tour"" + 0.010*""lovely""')","[(6, 0.9806679)]",,"We went for my wife's birthday and really enjoyed ourselves. A very relaxing time on the river listening to interesting stories from the skipper, watching the world go by and nibbling on the cream tea. Would highly recommend it. You can even fit in a trip to Bister Village beforehand if you want as there's enough time before disembarking at 12:30pm. We paid £7 to stay in Westgate car park which is only 5-10 mins away. So that may suit you better than the park and ride."
"[(0, 0.7230552), (6, 0.24451587)]","(0, '0.009*""solar"" + 0.007*""staff"" + 0.007*""time"" + 0.006*""roof"" + 0.006*""limited""')","[(0, 0.7230601), (6, 0.2445104)]",,"Modern clean boat. Sensible covid measures in place. The tour was very interesting, cracking scenery all brought to life with fascinating info from the guide Sean, who was very good and pitched the info for kids and adults with humour."
"[(0, 0.70278686), (6, 0.26839355)]","(0, '0.009*""solar"" + 0.007*""staff"" + 0.007*""time"" + 0.006*""roof"" + 0.006*""limited""')","[(0, 0.7027673), (6, 0.2684132)]",,"I loved this cruise. Each member of staff was friendly, welcoming and polite. Boarding was efficient and provided information about both the upper and lower decks. The guides onboard made the trip a memorable experience with their sense of humour and knowledge. For me, this was the highlight of Fort Augustus."
"[(5, 0.9657969)]","(5, '0.010*""energy"" + 0.007*""friendly"" + 0.006*""highly"" + 0.006*""consumption"" + 0.006*""great""')","[(5, 0.96579534)]",,The tour guide John delivered his commentary in a funny way and there was a snack bar where you can a coffee or a bag of chips. You might get soaked in water on the top deck so please beware. Overall it was a pleasant one hour cruise.
"[(8, 0.97131354)]","(8, '0.012*""great"" + 0.008*""really"" + 0.006*""service"" + 0.006*""friendly"" + 0.006*""cruise""')","[(8, 0.97131354)]",,"Was not kept waiting for an age for an operative to answer phone. Reply to questions clear and concise.  All information necessary was given at the time of booking.  Operatives went out of their way to book exactly the holiday and flights I requested
Would book with River Cruising again and would recommend them to friends."
"[(3, 0.9765976)]","(3, '0.012*""best"" + 0.012*""amazing"" + 0.012*""food"" + 0.009*""italian"" + 0.009*""recommend""')","[(3, 0.9765976)]",,"We completed the form and contact was made within a few hours. All the details were made very clear and we were able to confirm our desire to book the cruise. The very next day we received the information with the details. Although we are unable to book our flight, they have assured us that we will have a choice of two airport and will be in touch when the flights are released.
We feel very confident that we will enjoy this cruise and that all the arrangements are to our liking."
"[(2, 0.5164545), (6, 0.4187033)]","(2, '0.020*""great"" + 0.015*""supplier"" + 0.012*""staff"" + 0.011*""new"" + 0.010*""helpful""')","[(2, 0.5164637), (6, 0.41869402)]",,"Gillian from River cruising was very professional, knowledgable , helpful and pleasant through out our booking a river cruise. Recommend."
"[(4, 0.9315838)]","(4, '0.009*""great"" + 0.008*""good"" + 0.007*""italian"" + 0.007*""staff"" + 0.006*""youre""')","[(4, 0.93158543)]",,The food was good the staff polite and attentive and the commentary informative   a good way to spend a couple of hours
"[(3, 0.94071287)]","(3, '0.012*""best"" + 0.012*""amazing"" + 0.012*""food"" + 0.009*""italian"" + 0.009*""recommend""')","[(3, 0.9407155)]",,"Fantastic to see all the points on river. The lodge is bright and  modern.. pity boats and food is stuck in 70's.

Staff were excellent & attentive!!"
"[(2, 0.9670568)]","(2, '0.020*""great"" + 0.015*""supplier"" + 0.012*""staff"" + 0.011*""new"" + 0.010*""helpful""')","[(2, 0.96705663)]",,"Great way to have a party on a very steady ride up and down the river. Couple of decks to eat in, each with a bar and dance floor area, and space to hang outside at the back (stern). All the staff pleasant and welcoming too. Would recommend for a work party or similar."
"[(6, 0.63614553), (8, 0.30400237)]","(6, '0.021*""river"" + 0.016*""trip"" + 0.014*""boat"" + 0.013*""tour"" + 0.010*""lovely""')","[(6, 0.63608074), (8, 0.30406722)]",,"Well worth a trip gives you plenty of history of the river, nice n relaxing plus they have a bar"
"[(6, 0.9407189)]","(6, '0.021*""river"" + 0.016*""trip"" + 0.014*""boat"" + 0.013*""tour"" + 0.010*""lovely""')","[(6, 0.9407189)]",,"Brilliant cruise on the river Ouse,could highly recommend this company, the staff were very caring and gave an  informative commentary. Well done."
"[(1, 0.6354337), (6, 0.33862942)]","(1, '0.019*""recycling"" + 0.018*""clean"" + 0.017*""great"" + 0.016*""staff"" + 0.015*""place""')","[(1, 0.6351345), (6, 0.3389286)]",,"Amazing way to spend some time and see the city from a different perspective! We did it in quite good weather but it would’ve been just as amazing in colder weather. Super dog friendly and the staff were lovely :)
There was even an ice cream boat that you could by from the water, on the journey! See pictures."
"[(6, 0.99613416)]","(6, '0.021*""river"" + 0.016*""trip"" + 0.014*""boat"" + 0.013*""tour"" + 0.010*""lovely""')","[(6, 0.99613416)]",,"The London Eye River Cruise is a delightful and scenic way to explore the iconic River Thames and soak in the breathtaking sights of London. Departing from the London Eye Pier, this leisurely boat tour takes passengers on a captivating journey along the river, offering panoramic views of the city's most famous landmarks.

As you embark on the cruise, you'll find yourself gliding past a picturesque backdrop of historic and modern architecture. From the majestic Tower Bridge to the grandeur of the Houses of Parliament and the iconic London Eye itself, the cruise provides a unique vantage point to admire these renowned landmarks from a different perspective.

The knowledgeable guides onboard share fascinating stories and interesting facts about the history, culture, and significance of the sites along the river. Their commentary adds depth and context to the experience, allowing you to gain a deeper understanding of the rich heritage and vibrant atmosphere of London.

The cruise is not just about sightseeing; it also offers a relaxing and enjoyable experience on the water. As you drift along the river, you can sit back, unwind, and appreciate the tranquil surroundings. The gentle sway of the boat and the cool breeze create a soothing atmosphere, making it a perfect opportunity to take a break from the bustling city and enjoy a moment of tranquility.

The London Eye River Cruise is suitable for visitors of all ages and interests. Whether you're a history buff, a photography enthusiast, or simply someone who appreciates stunning cityscapes, the cruise provides a captivating journey that showcases the best of London's iconic landmarks.

The cruise itself typically lasts around 40 minutes, allowing ample time to capture memorable photographs, listen to the engaging commentary, and soak in the mesmerizing views. It's a fantastic way to capture the essence of London's riverside charm and create lasting memories.

With its convenient departure point near the London Eye, the river cruise is easily accessible and can be seamlessly combined with a visit to other nearby attractions or a leisurely stroll along the riverbank.

The London Eye River Cruise offers a unique and enchanting experience that combines sightseeing, relaxation, and informative commentary. It allows visitors to appreciate the beauty and grandeur of London's riverside landmarks while enjoying a serene journey along the iconic River Thames."
"[(6, 0.617062), (7, 0.33717272)]","(6, '0.021*""river"" + 0.016*""trip"" + 0.014*""boat"" + 0.013*""tour"" + 0.010*""lovely""')","[(6, 0.61706054), (7, 0.33717412)]",,This tour was pretty awesome. Our tour guide had a funny way of explaining the history of the fancy buildings around the river. We had fun here. The money was worth it.
"[(6, 0.9444248)]","(6, '0.021*""river"" + 0.016*""trip"" + 0.014*""boat"" + 0.013*""tour"" + 0.010*""lovely""')","[(6, 0.94442475)]",,This was a highlight of our trip - Ben the guide was hilarious and we thoroughly enjoyed the 40 min trip. Was actually more enjoyable than the London Eye although we did both and they were both great.
"[(6, 0.9658039)]","(6, '0.021*""river"" + 0.016*""trip"" + 0.014*""boat"" + 0.013*""tour"" + 0.010*""lovely""')","[(6, 0.965804)]",,I really loved the sightseeing tour with this company! The tour guide was funny and gave comprehensive explanations about every iconic landmark along the Thames River. I would really recommend this tour to my other friends who will visit London in the future!
"[(3, 0.4319034), (6, 0.5511817)]","(6, '0.021*""river"" + 0.016*""trip"" + 0.014*""boat"" + 0.013*""tour"" + 0.010*""lovely""')","[(3, 0.43189952), (6, 0.55118555)]",,"Really enjoyed our boat ride to Greenwich, fantastic value-£18.50 for a 2 hour round trip taking in all the sights then free time to explore Greenwich. We were pleasantly surprised by how nice Greenwich is to walk around and how much there is to see up there, especially the park and maritime museum. The guide on the boat was also very good- engaging and interesting information about all the sights we were passing, including more obscure facts. You also have a choice of sitting indoors or out on the deck."
"[(1, 0.17612666), (6, 0.7950548)]","(6, '0.021*""river"" + 0.016*""trip"" + 0.014*""boat"" + 0.013*""tour"" + 0.010*""lovely""')","[(1, 0.17608447), (6, 0.79509705)]",,The Thomas Dogit boat trip was the best we had been on the Tour guide was brilliant and made this trip so enjoyable and fun. He had amazing facts about different parts of the river banks and made then fun to remember Definitely Recommend A Visit on this Boat Trip.
"[(8, 0.9810805)]","(8, '0.012*""great"" + 0.008*""really"" + 0.006*""service"" + 0.006*""friendly"" + 0.006*""cruise""')","[(8, 0.98108)]",,"Lovely 90 minute cruise on The Caversham Lady from Caversham Bridge to Mapledurham Lock. The skipper provided a running commentary for the first 45 minutes with lots of interesting facts about the river and local sights. The price was reasonable and Saturday at 11am was dead quiet in summer holidays (families do weekday trips on a deal apparently). Just my wife, our son, and another couple. There is a bar on board for teas and beers and you can pay with contactless. A lovely day out on the river."
"[(8, 0.9759653)]","(8, '0.012*""great"" + 0.008*""really"" + 0.006*""service"" + 0.006*""friendly"" + 0.006*""cruise""')","[(8, 0.97596526)]",,We hired the Caversham Princess as our wedding transport back in July this year and couldn't have been more pleased! The Thames Rivercruise team were amazing to deal with from start to finish and even despite the poor weather conditions on the day the journey was extremely smooth and enjoyable. All our guests commented on how great the boat and the team were. Thank you so much! Jess & Russell
"[(7, 0.9783097)]","(7, '0.014*""staff"" + 0.011*""well"" + 0.010*""time"" + 0.010*""food"" + 0.008*""like""')","[(7, 0.97831035)]",,"Following a phone call to Laura we booked a Sunday lunch cruise, everything was very well organised. We had a lovely relaxing time taking in the views, also heard some interesting stories shared by a crew member. Lunch was delicious. One of our party had mobility issues and all of the staff were so helpful and friendly. I highly recommend. Ths was our second cruise and we'll definately come again."
"[(6, 0.39456975), (7, 0.5700597)]","(7, '0.014*""staff"" + 0.011*""well"" + 0.010*""time"" + 0.010*""food"" + 0.008*""like""')","[(6, 0.39457503), (7, 0.5700545)]",,"2nd time we go on this cruise with the Sunday Lunch roast dinner and we loved it! The staff is very friendly, the food is delicious with big portions, the view is amazing and we like the tour too! Highly recommend it!"
"[(6, 0.9722028)]","(6, '0.021*""river"" + 0.016*""trip"" + 0.014*""boat"" + 0.013*""tour"" + 0.010*""lovely""')","[(6, 0.97220284)]",,Had my hen party with city centre cruises and would definitely use them again. Made it really easy to book and dropped decorations off which they set up in the boat for me. Really nice staff and amazing food. The dj and karaoke is well worth getting. Thank you so much for a brilliant night x
"[(1, 0.09606453), (8, 0.8962314)]","(8, '0.012*""great"" + 0.008*""really"" + 0.006*""service"" + 0.006*""friendly"" + 0.006*""cruise""')","[(1, 0.096070156), (8, 0.89622575)]",,"⭐⭐⭐⭐⭐

My recent experience with City Centre Cruises in Manchester was nothing short of exceptional! From the moment we stepped aboard Emmeline Pankhurst, it was evident that this was going to be an unforgettable journey.

Firstly, the food was outstanding! A delectable selection that not only tantalized the taste buds but also showcased the culinary expertise of the onboard chefs.

Yet, what truly made this experience extraordinary was the impeccable hospitality provided by Amon and Sarah. They epitomized cruise hospitality at its finest! Their warmth, attentiveness, and genuine care for every guest onboard added an extra layer of delight to the entire cruise.

Amon and Sarah's professionalism and friendliness were unparalleled. They effortlessly catered to every need, ensuring everyone felt welcomed and pampered throughout the journey. Their knowledge about the cruise, coupled with their enthusiasm, enhanced the overall experience significantly.

The ambiance onboard was delightful, the views of Manchester from the cruise were stunning, and the service was top-notch. But it was truly Amon and Sarah who elevated this experience to something truly memorable."
"[(3, 0.5241961), (6, 0.423927)]","(3, '0.012*""best"" + 0.012*""amazing"" + 0.012*""food"" + 0.009*""italian"" + 0.009*""recommend""')","[(3, 0.5241957), (6, 0.42392737)]",,"Must have when you visit Birmingham. The guide telling the history of the canals was an authentic and great storyteller, we enjoyed every minute of this experience."
"[(5, 0.7219426), (6, 0.25295728)]","(5, '0.010*""energy"" + 0.007*""friendly"" + 0.006*""highly"" + 0.006*""consumption"" + 0.006*""great""')","[(5, 0.72190946), (6, 0.25299045)]",,"Excellent boat trip. Alan the ""tour guide"" gave a very informative and highly entertaining commentary of the canal way of life.
I will always look at canal bridges & canal banks from a new perspective, if you want to know why, .....go on his tour!!
Highly recommend and a bargain price."
"[(5, 0.940718)]","(5, '0.010*""energy"" + 0.007*""friendly"" + 0.006*""highly"" + 0.006*""consumption"" + 0.006*""great""')","[(5, 0.94071805)]",,"Excellent tour, very reasonably priced and the guided commentary was fantastic. The guide is obviously a very well-informed history buff! Highly recommend."
"[(6, 0.9613324)]","(6, '0.021*""river"" + 0.016*""trip"" + 0.014*""boat"" + 0.013*""tour"" + 0.010*""lovely""')","[(6, 0.9613325)]",,"Fab 2 hour tour with family down the canal.The barge was clean,staff organised and very helpful. We had afternoon tea and prosecco. Sandwiches were tasty and fresh,nice selection of cakes.We loved the 60's music playing in the background too.Recommended."
"[(0, 0.20129381), (2, 0.55814594), (6, 0.22467826)]","(2, '0.020*""great"" + 0.015*""supplier"" + 0.012*""staff"" + 0.011*""new"" + 0.010*""helpful""')","[(0, 0.20130563), (2, 0.55816215), (6, 0.22465022)]",,"As long as you realise you are NOT on  the ocean but are on a canal, it's actually a great little journey.
The catering is good, you can drink as much tea or coffee as you want.
The scenery included some rural images with newly born lambs along the canal bank playing with each other at the time of our trip being the highlight.
All in all, a thoroughly enjoyable 2 hours especially with the staff being so friendly, helpful and always very alert to your requests and wishes!(within reason)"
"[(6, 0.98588425)]","(6, '0.021*""river"" + 0.016*""trip"" + 0.014*""boat"" + 0.013*""tour"" + 0.010*""lovely""')","[(6, 0.98588425)]",,"Stumbling across Georgie’s by happenstance and never having been on a barge before I booked a two hour afternoon tea cruise.

The experience was delightful from booking right through to the excursion itself. Having adopted a gluten free approach in between making the booking and the trip itself, Jess couldn’t have been more helpful in making the change.

On the day, the setting in the boat was lovely, the food exceeded expectations and the service was spot on. Two hours just flew by and it was a very relaxing outing. I’m six feet tall and any anxieties that I had about being squashed in were completely unnecessary as the seating and space was appropriate and very adequate. Looking forward to another trip and a different theme soon."
"[(4, 0.9936484)]","(4, '0.009*""great"" + 0.008*""good"" + 0.007*""italian"" + 0.007*""staff"" + 0.006*""youre""')","[(4, 0.9936484)]",,"I cannot express enough how fantastic my experience has been at Factory. From the moment I walked through the doors, I felt welcomed and encouraged. Adam and the other coaches here are not just experts in BJJ but also fantastic teachers. They break down complex techniques into manageable steps, making it accessible for beginners while challenging advanced practitioners to push their limits.

The facilities are superb. It's clean, well-maintained, and has all the equipment you could possibly need. They've created a safe and inclusive environment where people of all skill levels and backgrounds can come together to learn and grow.

What I think sets Factory apart is the sense of camaraderie among the members. Everyone is genuinely supportive and willing to help each other improve. It might sound cheesy but It's not just a gym, it's a family. Training here has not only improved my physical fitness but also my mental resilience and confidence.

The class schedules are flexible, with days and evening classes accommodating even the busiest of schedules. Whether you're a working professional, a student, or a parent, you'll find a suitable class time.

In addition to regular classes, Factory offers various seminars and special events. These are incredible opportunities to learn from world-class instructors and deepen your knowledge of Brazilian Jiu-Jitsu.

If you're considering learning BJJ, I highly recommend giving Factory a try. I'm proud to be a part of this incredible community, and I look forward to many more years of training and growth here."
"[(7, 0.9856572)]","(7, '0.014*""staff"" + 0.011*""well"" + 0.010*""time"" + 0.010*""food"" + 0.008*""like""')","[(7, 0.9856569)]",,"I like this Brazilian jiu-jitsu school! It has kids and adult sessions. My son Muhammad goes for lessons there. Price only £5 per session and you can go there once or twice a week or pay £35 per month it is up to you. They has a good quality jiu-jitsu uniform for sell you don't need find it on eBay or Amazon. I'd like to say to my son's couch Lucio Dos Santos many thanks because he is big professional and he knows his job perfectly I like how he teaching my son every session I stay inside the school and I see how he doing his great work with my son and all children. Kind regards, Anzor A. 🙂🖐️"
"[(1, 0.9644276)]","(1, '0.019*""recycling"" + 0.018*""clean"" + 0.017*""great"" + 0.016*""staff"" + 0.015*""place""')","[(1, 0.96442765)]",,My family and I have trained all over the world and know from experience that there is no better place to train. This is a fantastic Brazilian Jiu-jitsu gym with classes for the whole family. If you are looking for an interesting hobby to get you fit or want to be a serious competitor this gym has it all.
