Topics,Topic Text,distributions,Unique Words,Text
"[(5, 0.98615617)]","(5, '0.009*""good"" + 0.008*""great"" + 0.007*""cruise"" + 0.007*""staff"" + 0.007*""mosque""')","[(5, 0.98615634)]",,"I like this Brazilian jiu-jitsu school! It has kids and adult sessions. My son Muhammad goes for lessons there. Price only £5 per session and you can go there once or twice a week or pay £35 per month it is up to you. They has a good quality jiu-jitsu uniform for sell you don't need find it on eBay or Amazon. I'd like to say to my son's couch Lucio Dos Santos many thanks because he is big professional and he knows his job perfectly I like how he teaching my son every session I stay inside the school and I see how he doing his great work with my son and all children. Kind regards, Anzor A. 🙂🖐️"
"[(6, 0.96564955)]","(6, '0.020*""great"" + 0.012*""energy"" + 0.010*""friendly"" + 0.008*""really"" + 0.007*""fantastic""')","[(6, 0.9656494)]",,My family and I have trained all over the world and know from experience that there is no better place to train. This is a fantastic Brazilian Jiu-jitsu gym with classes for the whole family. If you are looking for an interesting hobby to get you fit or want to be a serious competitor this gym has it all.
"[(0, 0.023848467), (1, 0.023892317), (2, 0.023820577), (3, 0.856725), (4, 0.02388968), (5, 0.023933707), (6, 0.023890326)]","(3, '0.019*""helpful"" + 0.018*""staff"" + 0.013*""recycling"" + 0.012*""great"" + 0.010*""clean""')","[(0, 0.023848495), (1, 0.023892391), (2, 0.023820587), (3, 0.85670406), (4, 0.023889748), (5, 0.02395436), (6, 0.023890397)]",,"The coaches are amazing.
Would recommend for any level."
"[(1, 0.9854392)]","(1, '0.017*""river"" + 0.011*""really"" + 0.010*""trip"" + 0.008*""tour"" + 0.008*""boat""')","[(1, 0.98543775)]",,"Amazing Brazilian Jiu-Jitsu Gym that offers a fantastic range of Gi and No-Gi Classes throughout the week. Lots of time on the mats rolling and detailed tutorials from experienced instructors have made it the perfect place to improve my BJJ.

The club’s atmosphere is fun and welcoming and there is a real drive to improve and get better that runs through the club, this comes from Steve Henshall whose BJJ knowledge and personality as an instructor is top drawer.

I have been a member for 6 Months now and the classes are the highlight of my week. If you are looking for a BJJ Gym in Manchester I recommend you check this place out."
"[(6, 0.9547627)]","(6, '0.020*""great"" + 0.012*""energy"" + 0.010*""friendly"" + 0.008*""really"" + 0.007*""fantastic""')","[(6, 0.9547628)]",,Great gym with a great coach and a fantastic atmosphere. Not to mention high level good Jiu jitsu. Great place to learn can’t recommend it enough!
"[(6, 0.94278014)]","(6, '0.020*""great"" + 0.012*""energy"" + 0.010*""friendly"" + 0.008*""really"" + 0.007*""fantastic""')","[(6, 0.9427804)]",,"A great place to learn Brazilian jiu jitsu, safe, structured with a great curriculum. The added bonus is the people are great too 👍"
"[(0, 0.01300531), (1, 0.01300517), (2, 0.013002284), (3, 0.01300124), (4, 0.013005548), (5, 0.013016618), (6, 0.9219639)]","(6, '0.020*""great"" + 0.012*""energy"" + 0.010*""friendly"" + 0.008*""really"" + 0.007*""fantastic""')","[(0, 0.013005307), (1, 0.013005167), (2, 0.013002282), (3, 0.013001237), (4, 0.013005545), (5, 0.013015959), (6, 0.92196447)]",,Great knowledge and technique classes. Friendly folks too. Good for beginners or experienced practitioners.
"[(6, 0.95226777)]","(6, '0.020*""great"" + 0.012*""energy"" + 0.010*""friendly"" + 0.008*""really"" + 0.007*""fantastic""')","[(6, 0.95226705)]",,"Great Gym for learning Brazilian Jiu-Jitsu. Teachers are great, knowledgeable and really friendly which shows with the students there. Everyone is really friendly and helpful, looking out for each other."
"[(0, 0.014307543), (1, 0.014345153), (2, 0.014303397), (3, 0.91409194), (4, 0.014310365), (5, 0.014308165), (6, 0.014333419)]","(3, '0.019*""helpful"" + 0.018*""staff"" + 0.013*""recycling"" + 0.012*""great"" + 0.010*""clean""')","[(0, 0.01430755), (1, 0.014351386), (2, 0.014303403), (3, 0.91408575), (4, 0.014310371), (5, 0.01430817), (6, 0.014333408)]",,"very knowlegble and Friendly coach , a great atmosphere and fun workout! Highly recommended!!"
"[(5, 0.97612804)]","(5, '0.009*""good"" + 0.008*""great"" + 0.007*""cruise"" + 0.007*""staff"" + 0.007*""mosque""')","[(5, 0.97613007)]",,"Fantastic place to train Brazilian jiu-jitsu. I have been part of the school for many years and the school is especially amazing for beginners who have never done bjj before. The amount of new comers who become really good at bjj is really high.

Not only that but the environment and culture is just amazing. The teaching is well balanced with technique and sparring and nothing is rushed."
"[(1, 0.4116906), (6, 0.5435506)]","(6, '0.020*""great"" + 0.012*""energy"" + 0.010*""friendly"" + 0.008*""really"" + 0.007*""fantastic""')","[(1, 0.41173694), (6, 0.54350424)]",,"Great place to pick up a new hobby. If you want to learn Brazilian Jiu-jitsu, this is the place to be. Great atmosphere and even greater people 🤙🤙"
"[(5, 0.98315036)]","(5, '0.009*""good"" + 0.008*""great"" + 0.007*""cruise"" + 0.007*""staff"" + 0.007*""mosque""')","[(5, 0.9831502)]",,"Gracie Barra Warrington is an amazing academy with an excellent team of high level coaches. It doesn't matter who you are, where you come from or what your background is, everyone is welcome here.

I've been training at the academy for about two years now and the community is brilliant with lots of support.

If you're interested in giving Brazilian Jiu Jitsu a try, I highly recommend checking out the academy. For just £1, you can book your first week and get Gi/No-Gi hire included. It's a great way to see what the academy is all about and feel the benefits of BJJ for yourself."
"[(1, 0.9895238)]","(1, '0.017*""river"" + 0.011*""really"" + 0.010*""trip"" + 0.008*""tour"" + 0.008*""boat""')","[(1, 0.9895238)]",,"I joined RGA Salford about 12 months ago and was brand new to Brazilian Jujitsu, so didn’t really know what to expect.

Straight away you’re made to feel welcome by professor Mike and his coaches, and there is a great atmosphere in the gym.

The lessons are brilliant and everything is explained in a way that makes it easy for brand new white belts to understand.

The higher belts are always happy to offer advice and encouragement to new starters, and it makes you feel like part of the team from day 1.

Whether you’re just looking to train improve your health & fitness, or want to train seriously to compete, I can’t recommend the place highly enough.

As soon as my kids are old enough I’ll be signing them up to the junior classes!

Thanks Mike & the team at RGA Salford!"
"[(6, 0.9547656)]","(6, '0.020*""great"" + 0.012*""energy"" + 0.010*""friendly"" + 0.008*""really"" + 0.007*""fantastic""')","[(6, 0.95476633)]",,"Trained here a few years ago and wish I was back. Great instructors, very supportive and made some good friends too. Overall just a great place to learn if you're interested in bjj"
"[(0, 0.01429269), (1, 0.014317343), (2, 0.0143110575), (3, 0.0142933475), (4, 0.014295153), (5, 0.014317447), (6, 0.914173)]","(6, '0.020*""great"" + 0.012*""energy"" + 0.010*""friendly"" + 0.008*""really"" + 0.007*""fantastic""')","[(0, 0.014292689), (1, 0.014317596), (2, 0.014311053), (3, 0.014293347), (4, 0.014295153), (5, 0.0143172685), (6, 0.9141729)]",,Fantastic and Friendly way for your Children to learn confidence and how to defend themselves through Jiu Jitsu 🙏👊🦂
"[(4, 0.96419185)]","(4, '0.012*""food"" + 0.011*""good"" + 0.010*""great"" + 0.009*""pasta"" + 0.007*""staff""')","[(4, 0.9641927)]",,"I’ve been training at Gracie Barra Horwich for over 2 years now and can’t recommend it enough. Professor Ian and all the other  professors have helped me improve my jiu jitsu so much. Great vibes, great atmosphere and a great team."
"[(1, 0.9693096)]","(1, '0.017*""river"" + 0.011*""really"" + 0.010*""trip"" + 0.008*""tour"" + 0.008*""boat""')","[(1, 0.9693051)]",,"Once you join you are part of the family. Great instructors across the board, really friendly training partners always looking to help you get better. Really fun environment to learn self defense techniques and build your confidence and character as a person!"
"[(1, 0.45607698), (6, 0.49623206)]","(6, '0.020*""great"" + 0.012*""energy"" + 0.010*""friendly"" + 0.008*""really"" + 0.007*""fantastic""')","[(1, 0.45609665), (6, 0.49621245)]",,"Brilliant place to learn Brazilian Jiu Jitsu, both myself and my daughter regularly attend classes.

Really friendly and supportive atmosphere"
"[(0, 0.9462198)]","(0, '0.010*""well"" + 0.009*""energy"" + 0.008*""us"" + 0.007*""staff"" + 0.007*""time""')","[(0, 0.9462179)]",,"I switched my energy supplier through Love Energy Savings, Ismail Essa was great, very informative and knowledgeable, easy to deal with, I will defiantly use them again."
"[(0, 0.9547466)]","(0, '0.010*""well"" + 0.009*""energy"" + 0.008*""us"" + 0.007*""staff"" + 0.007*""time""')","[(0, 0.9547423)]",,Excellent service from Jayde Smith and Shoaib Khan who sorted me out with a new energy deal I was happy with in minutes and beat the price of my current supplier. A great experience!
"[(0, 0.9609507)]","(0, '0.010*""well"" + 0.009*""energy"" + 0.008*""us"" + 0.007*""staff"" + 0.007*""time""')","[(0, 0.9609505)]",,Sho Khan dealt with my queries of changing energy supplier and he  was extremely helpful as He  navigated me through various energy deals and he found the best one to save  a lot of money on our energy bills.
"[(0, 0.9590746)]","(0, '0.010*""well"" + 0.009*""energy"" + 0.008*""us"" + 0.007*""staff"" + 0.007*""time""')","[(0, 0.959073)]",,"I've placed a number of business contracts with Crown. They don't always win on price but personal customer service and quick response is consistent, a rarity in today's energy market."
"[(3, 0.9626397)]","(3, '0.019*""helpful"" + 0.018*""staff"" + 0.013*""recycling"" + 0.012*""great"" + 0.010*""clean""')","[(3, 0.9626427)]",,"call answered straight away by someone really helpful. She then passed me through to Natasha who was equally helpful.
Easiest energy company I have dealt with in years.  Hope they take on electricity soon so we can move our account over"
"[(5, 0.97736883)]","(5, '0.009*""good"" + 0.008*""great"" + 0.007*""cruise"" + 0.007*""staff"" + 0.007*""mosque""')","[(5, 0.97736955)]",,Beta energy is one of the best company in uk with best energy prices. It’s a wonderful experience to work with them. They provide best deals and many more stuff like card machines and buisness insurances etc. And specially MR ALI is a great guy. He deal with all the problems very professionally. Many thanks for your great service. Keep it up guys. 👏
"[(3, 0.9713562)]","(3, '0.019*""helpful"" + 0.018*""staff"" + 0.013*""recycling"" + 0.012*""great"" + 0.010*""clean""')","[(3, 0.9713563)]",,"I was struggling my electric on going issue with my supplier British Gas , I was being charged for precision tenants usage ,Beta energy made sure I only paid what I used , then got me a new supplier with better rates , so being a business owner I’ll go with company who I can trust and believe"
"[(6, 0.97798854)]","(6, '0.020*""great"" + 0.012*""energy"" + 0.010*""friendly"" + 0.008*""really"" + 0.007*""fantastic""')","[(6, 0.9779886)]",,"We struggled with our gas and electric existing suppliers for our business ,Beta energy helped us to arrange a switch to better rates. Plus after that they got us a gprs card terminals for our business, recently they got us better fibre Internet deal
Thank you Beta from Pasha Restaurant For helping us a lot in running our business smoothly."
"[(0, 0.02864367), (1, 0.028603494), (2, 0.028637627), (3, 0.02860285), (4, 0.028697101), (5, 0.028649595), (6, 0.82816565)]","(6, '0.020*""great"" + 0.012*""energy"" + 0.010*""friendly"" + 0.008*""really"" + 0.007*""fantastic""')","[(0, 0.028643671), (1, 0.028603494), (2, 0.02863763), (3, 0.02860285), (4, 0.028697856), (5, 0.0286496), (6, 0.8281649)]",,Very good and helped me with my energy switch
"[(3, 0.43471396), (6, 0.5311911)]","(6, '0.020*""great"" + 0.012*""energy"" + 0.010*""friendly"" + 0.008*""really"" + 0.007*""fantastic""')","[(3, 0.43468168), (6, 0.5312233)]",,"Fantastic, saved 50|% on my electric costs and was even cheaper than going directly to the supplier it’s Very helpful in helping with the energy market and finding us the best deal and the staff very nice.
Thank you"
"[(3, 0.9427398)]","(3, '0.019*""helpful"" + 0.018*""staff"" + 0.013*""recycling"" + 0.012*""great"" + 0.010*""clean""')","[(3, 0.94274473)]",,Saved a 30 year old family business from going under. Surprisingly found us a deal that was cheaper than a quote directly from the supplier.
"[(2, 0.95910597)]","(2, '0.010*""great"" + 0.009*""good"" + 0.007*""staff"" + 0.007*""time"" + 0.006*""hours""')","[(2, 0.95910615)]",,"Slightly delayed (due to stock issues) but otherwise impeccable installation.

Engineer was happy and able to answer my questions, and I will use them should I ever decide to add battery storage to my setup"
"[(3, 0.95227176)]","(3, '0.019*""helpful"" + 0.018*""staff"" + 0.013*""recycling"" + 0.012*""great"" + 0.010*""clean""')","[(3, 0.95227146)]",,Great service found the best deal quickly and efficiently.  Very helpful customer service.  Would recommend them highly for finding  cheap energy suppliers.
"[(0, 0.9800413)]","(0, '0.010*""well"" + 0.009*""energy"" + 0.008*""us"" + 0.007*""staff"" + 0.007*""time""')","[(0, 0.9800413)]",,Had a phone call from Greg last week and he explained the various options available to us since Green Energy stopped trading and EDF took over. They had put us on a variable tariff and Greg advised us of our options with other suppliers. We settled on a new supplier and on a tariff which will suit us very well. Thank you Greg for spending your time explaining everything so thoroughly. Regards.....Tom Welsh
"[(0, 0.9522737)]","(0, '0.010*""well"" + 0.009*""energy"" + 0.008*""us"" + 0.007*""staff"" + 0.007*""time""')","[(0, 0.9522702)]",,"Yes I’m so happy good service. We are an energy comparison service search the energy market and sources the cheapest tariffs and most exclusive rates.
Thank you.."
"[(1, 0.99466693)]","(1, '0.017*""river"" + 0.011*""really"" + 0.010*""trip"" + 0.008*""tour"" + 0.008*""boat""')","[(1, 0.99466693)]",,"I'd advise to avoid where possible.

On the 2nd April 2024, we reached out to Utility Bidder in order to assist us in finding a better rate for our gas and electric supplier at our commercial property.

I spoke with, who I thought, was a great member of staff - really helpful. Little did I know, it was just part of their sales tactics.

They first started by getting the best possible prices from our current supplier, before tendering our requirements out to their network.

Within a few minutes, she come back to me with prices (which weren't too bad in all honesty).

In the meantime, I said I was going to be speaking to my existing supplier to find out their best prices - the colleague I spoke with informed me she already had done, and they were the initial prices and not to contact them (I was confused as to who she spoke with initially).

In the meantime, I'd already poke with my existing supplier and requested a price from them, but because their member of staff told me that they'd alreadyspoke to them and got the prices, I continued to enter an agreement with Utility Bidder and our new supplier.

I then received the prices from my current supplier, who came in a A LOT cheaper than Utility Bidder had actually told me (when I mean cheaper, I mean over 75%). When I queried this, I was informed by their customer service that my supplier wouldn't put me on this contract due to me having a low credit score (due to being a new business).

I checked with my supplier if the credit check would impact the decision on me taking out this new contract, where I was informed that the credit check WOULD NOT impact the new prices and contract.

So, in conclusion - I was lied to by two members of Utility Bidder's staff in order to get me to stick with them, than my existing supplier.

If you do use them, do your own due diligence and ignore what they say until you have your own evidence to show that they are cheaper."
"[(0, 0.014311113), (1, 0.014321368), (2, 0.914081), (3, 0.014342527), (4, 0.014322602), (5, 0.014313259), (6, 0.014308167)]","(2, '0.010*""great"" + 0.009*""good"" + 0.007*""staff"" + 0.007*""time"" + 0.006*""hours""')","[(0, 0.014311116), (1, 0.014321371), (2, 0.91407895), (3, 0.014344551), (4, 0.014322605), (5, 0.014313264), (6, 0.014308169)]",,"Great company,have used them a couple of times and their customer service is second to none"
"[(4, 0.9703586)]","(4, '0.012*""food"" + 0.011*""good"" + 0.010*""great"" + 0.009*""pasta"" + 0.007*""staff""')","[(4, 0.9703575)]",,Prices with Utility Bidder were significantly cheaper compared to going direct to the supplier. Tracy Bond helped me throughout the process and had great customer service skills. She provided professional support throughout and called me back when she had promised. Would highly recommend.
"[(3, 0.9494783)]","(3, '0.019*""helpful"" + 0.018*""staff"" + 0.013*""recycling"" + 0.012*""great"" + 0.010*""clean""')","[(3, 0.94947845)]",,"Great company to deal with, excellent customer service and competitive rates. I have just renewed again with them for my business Buba-Licious Ltd and the process was so easy. Highly Recommended"
"[(6, 0.9958947)]","(6, '0.020*""great"" + 0.012*""energy"" + 0.010*""friendly"" + 0.008*""really"" + 0.007*""fantastic""')","[(6, 0.9958947)]",,"I run a small Company with high gas usage and received the enclosed:

""We recently sent this email to you which unfortunately was missing some elements of your account's details, please find below your revised update.

As you know, the last year has been extremely challenging for all businesses. One such impact of these exceptional events is that they have created significant additional costs for the supply of your energy. We have done everything we can to mitigate this financial impact and to date, we have absorbed these additional costs into our agreed energy supply rates. In light of the significant and ongoing situation, it is regretfully unsustainable for us to continue to absorb these additional costs.

We’re getting in touch with you as your energy consumption for the period 10/02/2020 to 09/08/2022 is significantly different from your estimated yearly consumption. Consequently, we are writing to advise you of some additional reconciliation fees you will receive in your next bill and the options available to help you mitigate the impact of these charges.
What are Reconciliation Fees?
At the start of your contract, we set your agreed supply rates based on the estimated yearly consumption figures that you provide us. We purchase energy based on these consumption figures to ensure you get a competitive price in line with available market rates at that time, giving you certainty over your energy prices for the duration of your contract.

In clause 11 of our Business Terms & Conditions, we advise Corporate Business customers that there is a reconciliation fee that will be incurred if your consumption is outside the range of 90/110% of your estimated yearly energy usage.  This charge reflects the additional costs incurred if we have to balance your energy requirements outside of this tolerance range, either purchasing the shortfall from the market or selling the surplus energy at a price different to that when the contract was agreed. The reconciliation charges we calculate use the actual market prices observed during the period of the calculation. Many business energy suppliers have similar clauses in their contracts.

What this means for you
As your energy consumption for the period is outside of your contracted tolerance limit of 90/110, your account is due to incur a reconciliation fee of £330.84. These charges will be applied to your next bill.""

My wife wrote to complain, we did not receive an acknowledgement.
Their strap line should really read:

""Profiteering to Make a bad situation worse"""
"[(0, 0.011016684), (1, 0.01104266), (2, 0.011000771), (3, 0.011033554), (4, 0.011029118), (5, 0.011005203), (6, 0.93387204)]","(6, '0.020*""great"" + 0.012*""energy"" + 0.010*""friendly"" + 0.008*""really"" + 0.007*""fantastic""')","[(0, 0.011016684), (1, 0.0110412445), (2, 0.011000772), (3, 0.011033552), (4, 0.011029116), (5, 0.011005203), (6, 0.9338734)]",,Great company to deal with. Would definitely recommend to anyone looking to switch their business energy supply.
"[(2, 0.97314847)]","(2, '0.010*""great"" + 0.009*""good"" + 0.007*""staff"" + 0.007*""time"" + 0.006*""hours""')","[(2, 0.9731484)]",,"Energy Gain designed and installed solar panel system for BFM Europe Limited. The company was professional from the start of the project, supplying all risk assessments and documentation on time for the project. The project when to plan without any issues and is now delivering a 87.5% reduction in summer day time energy usage."
"[(6, 0.97739524)]","(6, '0.020*""great"" + 0.012*""energy"" + 0.010*""friendly"" + 0.008*""really"" + 0.007*""fantastic""')","[(6, 0.97739613)]",,"I couldn’t recommend Energy Gain UK high enough.  We had a system installed pre-Covid and I had an issue with my meter readings.  I spoke to a gentlemen called Mike last week and he couldn’t of been more helpful.  His knowledge was fantastic, and we got to the bottom of the problem over the phone.  I enjoyed the interaction and I’m glad we took the leap when we did, especially with the current energy prices."
"[(0, 0.96259487)]","(0, '0.010*""well"" + 0.009*""energy"" + 0.008*""us"" + 0.007*""staff"" + 0.007*""time""')","[(0, 0.9625898)]",,Energy Gain have  installed solar  panels to two of our premises. From time to time we have asked them to provide back up when problems arose and they always carried out this work in a timely and efficient manner. I highly recommend them.
"[(1, 0.94617206)]","(1, '0.017*""river"" + 0.011*""really"" + 0.010*""trip"" + 0.008*""tour"" + 0.008*""boat""')","[(1, 0.9461721)]",,"I have used Crown Energy to obtain costs and manage the installation of two electrical supplies and always found them (particularly Rheann), very good."
"[(2, 0.9547924)]","(2, '0.010*""great"" + 0.009*""good"" + 0.007*""staff"" + 0.007*""time"" + 0.006*""hours""')","[(2, 0.95479417)]",,"New gas connections can be a real challenge coordinating everything to happen in sync, have used Crown Energy for this and they have made it very straight forward and delivered professionally. Thank you!!"
"[(0, 0.028618004), (1, 0.028594486), (2, 0.028598722), (3, 0.028621966), (4, 0.8282837), (5, 0.028639287), (6, 0.02864381)]","(4, '0.012*""food"" + 0.011*""good"" + 0.010*""great"" + 0.009*""pasta"" + 0.007*""staff""')","[(0, 0.028617995), (1, 0.028594486), (2, 0.028598722), (3, 0.028621987), (4, 0.82828474), (5, 0.028638447), (6, 0.028643642)]",,Very good expertise and a pleasure to deal with
"[(0, 0.9044457), (1, 0.01591981), (2, 0.015899817), (3, 0.015994286), (4, 0.015890958), (5, 0.015925352), (6, 0.015924124)]","(0, '0.010*""well"" + 0.009*""energy"" + 0.008*""us"" + 0.007*""staff"" + 0.007*""time""')","[(0, 0.9044348), (1, 0.015919821), (2, 0.01589982), (3, 0.016005144), (4, 0.01589096), (5, 0.015925365), (6, 0.015924135)]",,The help centre was extremely helpful in changing my energy supplier successfullly.
"[(0, 0.013019156), (1, 0.012991632), (2, 0.9219438), (3, 0.013003734), (4, 0.013007005), (5, 0.013004344), (6, 0.013030338)]","(2, '0.010*""great"" + 0.009*""good"" + 0.007*""staff"" + 0.007*""time"" + 0.006*""hours""')","[(0, 0.013019336), (1, 0.012991635), (2, 0.9219384), (3, 0.01300374), (4, 0.013007013), (5, 0.0130043505), (6, 0.01303555)]",,"Offered smart meter, live balances happy to have a UK app and energy payments."
"[(0, 0.01593213), (1, 0.015917748), (2, 0.015892643), (3, 0.9045147), (4, 0.01589857), (5, 0.015894294), (6, 0.015949931)]","(3, '0.019*""helpful"" + 0.018*""staff"" + 0.013*""recycling"" + 0.012*""great"" + 0.010*""clean""')","[(0, 0.015932146), (1, 0.015917761), (2, 0.015892645), (3, 0.9045081), (4, 0.015898574), (5, 0.015894296), (6, 0.015956454)]",,"Great energy supplier, Hugo was very helpful to us, would recommend them."
"[(2, 0.9761235)]","(2, '0.010*""great"" + 0.009*""good"" + 0.007*""staff"" + 0.007*""time"" + 0.006*""hours""')","[(2, 0.9761248)]",,"That time of the year when I start looking online for my eleccy renewal for my business and home. Usually spend an hour or two looking, but this time I thought I'd try bulldog as was recommended from a friend. Was a much easier process as I spoke to one of their staff and was called back with some decent quotes for me to choose from. Saved time and money..."
"[(3, 0.9591098)]","(3, '0.019*""helpful"" + 0.018*""staff"" + 0.013*""recycling"" + 0.012*""great"" + 0.010*""clean""')","[(3, 0.9591097)]",,"This beautiful mosque is a gift to us from ALLAH.spacious, comfortable, clean, big car park and a large community Hall with kitchen.and of course Madrasah for the religious education for our future generations."
"[(0, 0.020439927), (1, 0.020427017), (2, 0.02047357), (3, 0.020490283), (4, 0.020442192), (5, 0.8772676), (6, 0.020459406)]","(5, '0.009*""good"" + 0.008*""great"" + 0.007*""cruise"" + 0.007*""staff"" + 0.007*""mosque""')","[(0, 0.020439934), (1, 0.02042702), (2, 0.020473838), (3, 0.020494664), (4, 0.0204422), (5, 0.87726295), (6, 0.020459421)]",,A very clean masjid and follows covid regulations.well done
"[(0, 0.0110188825), (1, 0.011004278), (2, 0.011003578), (3, 0.011016566), (4, 0.011037473), (5, 0.9339025), (6, 0.01101667)]","(5, '0.009*""good"" + 0.008*""great"" + 0.007*""cruise"" + 0.007*""staff"" + 0.007*""mosque""')","[(0, 0.011018879), (1, 0.0110042775), (2, 0.011003577), (3, 0.011016565), (4, 0.011034684), (5, 0.9339053), (6, 0.0110166725)]",,"Great Mosque that welcomes everyone, excellent praying facilities for both men and women, and has a fantastic community ethos."
"[(2, 0.96269274)]","(2, '0.010*""great"" + 0.009*""good"" + 0.007*""staff"" + 0.007*""time"" + 0.006*""hours""')","[(2, 0.96269274)]",,The only nearby mosque in Stockport town area. Small mosque but cold accommodate good number of attendees. 2 Shifts for Jumaa 12.30 & 1.30 pm during winter; 1.30 & 2.30pm during summer. Parkings are limited -on surrounding areas.
"[(5, 0.96095604)]","(5, '0.009*""good"" + 0.008*""great"" + 0.007*""cruise"" + 0.007*""staff"" + 0.007*""mosque""')","[(5, 0.96095705)]",,"Fantastic mosque, nice wudu section and toilets were clean and well kept. Gets full quickly on Jummah though, so arrive early for the 12:20 Jama'at. If you miss it, there's another Jama'at at 1:20."
"[(4, 0.9703729)]","(4, '0.012*""food"" + 0.011*""good"" + 0.010*""great"" + 0.009*""pasta"" + 0.007*""staff""')","[(4, 0.9703733)]",,Beautiful mosque funded by the community of uk muslims that took decades to build but ran by numpties just like the many other JTI establishments no focus on actual education of the masses or practicality but more so on how to get people to donate. Waste of potential but great to look at if your in the area.
"[(0, 0.011018929), (1, 0.011030233), (2, 0.9338986), (3, 0.011004398), (4, 0.011005013), (5, 0.011016176), (6, 0.011026602)]","(2, '0.010*""great"" + 0.009*""good"" + 0.007*""staff"" + 0.007*""time"" + 0.006*""hours""')","[(0, 0.011018937), (1, 0.011035409), (2, 0.93389344), (3, 0.011004401), (4, 0.011005017), (5, 0.011016183), (6, 0.011026602)]",,Architectural nice mosque and decor is lovely too.imam very knowledgeable and friendly congregation. Very enjoyable and rewarding experience
"[(0, 0.011012275), (1, 0.01101757), (2, 0.011013413), (3, 0.011029712), (4, 0.933903), (5, 0.011012275), (6, 0.011011761)]","(4, '0.012*""food"" + 0.011*""good"" + 0.010*""great"" + 0.009*""pasta"" + 0.007*""staff""')","[(0, 0.011012277), (1, 0.011017572), (2, 0.011013415), (3, 0.011029807), (4, 0.93390286), (5, 0.011012277), (6, 0.0110117635)]",,"Lovely Bangladeshi community Masjid with clean facilities. No chatting, calm and quiet atmosphere. Really peaceful"
"[(0, 0.02869755), (1, 0.028616983), (2, 0.6018268), (3, 0.2548795), (4, 0.028626677), (5, 0.02871685), (6, 0.028635686)]","(2, '0.010*""great"" + 0.009*""good"" + 0.007*""staff"" + 0.007*""time"" + 0.006*""hours""')","[(0, 0.028697431), (1, 0.028616989), (2, 0.6017062), (3, 0.25500035), (4, 0.028626623), (5, 0.028716676), (6, 0.028635684)]",,Masha'Allah. Nice and clean Mosque
"[(0, 0.035792984), (1, 0.34330767), (2, 0.03584516), (3, 0.035736296), (4, 0.035837628), (5, 0.47770053), (6, 0.035779737)]","(5, '0.009*""good"" + 0.008*""great"" + 0.007*""cruise"" + 0.007*""staff"" + 0.007*""mosque""')","[(0, 0.035792984), (1, 0.34333232), (2, 0.035845175), (3, 0.035736293), (4, 0.035837635), (5, 0.47767588), (6, 0.035779737)]",,Good Prayer Services
"[(0, 0.013018609), (1, 0.013001566), (2, 0.012990819), (3, 0.012998619), (4, 0.92199385), (5, 0.01300094), (6, 0.012995641)]","(4, '0.012*""food"" + 0.011*""good"" + 0.010*""great"" + 0.009*""pasta"" + 0.007*""staff""')","[(0, 0.013019107), (1, 0.013001567), (2, 0.01299082), (3, 0.012998621), (4, 0.9219933), (5, 0.013000941), (6, 0.012995644)]",,"Mashallah, true commitment shown to provide excellent facilities for local Muslim Community"
"[(0, 0.017939283), (1, 0.017891293), (2, 0.017899543), (3, 0.01801632), (4, 0.017915545), (5, 0.017918957), (6, 0.89241904)]","(6, '0.020*""great"" + 0.012*""energy"" + 0.010*""friendly"" + 0.008*""really"" + 0.007*""fantastic""')","[(0, 0.017939292), (1, 0.017891299), (2, 0.017899547), (3, 0.01802099), (4, 0.017915552), (5, 0.017918967), (6, 0.8924144)]",,Good masjid with tidy and great imams in it...I loved it..
"[(0, 0.023873312), (1, 0.023944227), (2, 0.024046006), (3, 0.023906086), (4, 0.023876628), (5, 0.85641414), (6, 0.023939578)]","(5, '0.009*""good"" + 0.008*""great"" + 0.007*""cruise"" + 0.007*""staff"" + 0.007*""mosque""')","[(0, 0.02387332), (1, 0.023944246), (2, 0.024053596), (3, 0.0239061), (4, 0.023876637), (5, 0.8564065), (6, 0.023939596)]",,Small and a great place for daily prayer.
"[(0, 0.015876843), (1, 0.015890297), (2, 0.9046243), (3, 0.01589603), (4, 0.015884222), (5, 0.01593389), (6, 0.015894448)]","(2, '0.010*""great"" + 0.009*""good"" + 0.007*""staff"" + 0.007*""time"" + 0.006*""hours""')","[(0, 0.015876843), (1, 0.015890304), (2, 0.9046172), (3, 0.015896037), (4, 0.015884226), (5, 0.015941013), (6, 0.015894454)]",,Great mosque with ample prayer space and ample parking nearby.
"[(0, 0.7078256), (5, 0.25448477)]","(0, '0.010*""well"" + 0.009*""energy"" + 0.008*""us"" + 0.007*""staff"" + 0.007*""time""')","[(0, 0.7078296), (5, 0.2544807)]",,A beautiful mosque with clean prayer halls and a great community spirit. Please ignore all hateful comments from those who have never even visited and are just trying to defame the community.
"[(0, 0.014332399), (1, 0.014322435), (2, 0.014343285), (3, 0.014308865), (4, 0.014311013), (5, 0.9140674), (6, 0.014314658)]","(5, '0.009*""good"" + 0.008*""great"" + 0.007*""cruise"" + 0.007*""staff"" + 0.007*""mosque""')","[(0, 0.014332401), (1, 0.014322435), (2, 0.014344399), (3, 0.014308866), (4, 0.014311013), (5, 0.9140662), (6, 0.014314658)]",,"Nice, big, well managed mosque,  Separate section for women to pray."
