PlaceID,Rating,Text,Timestamp
ChIJdY3vzSmye0gR00izULmPsDI,5,"Lovely mosque with lots of parking space and inside space for more people,.friendly management staff",2024-04-07T21:43:07Z
ChIJdY3vzSmye0gR00izULmPsDI,5,"Beautiful mosque, great location, super clean and well laid out. May allah bless the committee running this mosque for a great job in maintaining and providing services for the Muslim community",2022-07-20T09:44:45Z
ChIJY9wj7UW2e0gR2VAOSg08X1k,5,"This beautiful mosque is a gift to us from ALLAH.spacious, comfortable, clean, big car park and a large community Hall with kitchen.and of course Madrasah for the religious education for our future generations.",2022-02-19T18:38:24Z
ChIJ9-rTLpKxe0gRgMGd9bBm3ZY,5,A very clean masjid and follows covid regulations.well done,2021-05-01T23:17:41Z
ChIJRap-V2Wye0gRF6_K2TYo6Fk,5,"One of the best Masjid in whole UK , you will feel how much cal and peaceful you will feel once you get inside, May Allah bless the people who manage this place",2023-08-11T09:11:01Z
ChIJRap-V2Wye0gRF6_K2TYo6Fk,5,"Great Mosque that welcomes everyone, excellent praying facilities for both men and women, and has a fantastic community ethos.",2023-04-07T08:40:46Z
ChIJ_w-3ngqze0gRiTGdMbWYg8E,4,The only nearby mosque in Stockport town area. Small mosque but cold accommodate good number of attendees. 2 Shifts for Jumaa 12.30 & 1.30 pm during winter; 1.30 & 2.30pm during summer. Parkings are limited -on surrounding areas.,2023-02-20T22:24:50Z
ChIJ3zYfGPOxe0gR7dPz1g20UPk,5,"Fantastic mosque, nice wudu section and toilets were clean and well kept. Gets full quickly on Jummah though, so arrive early for the 12:20 Jama'at. If you miss it, there's another Jama'at at 1:20.",2023-11-26T19:50:26Z
ChIJV53LFU3he0gRdQkHlQDYb6Q,2,Beautiful mosque funded by the community of uk muslims that took decades to build but ran by numpties just like the many other JTI establishments no focus on actual education of the masses or practicality but more so on how to get people to donate. Waste of potential but great to look at if your in the area.,2023-02-06T07:54:41Z
ChIJV53LFU3he0gRdQkHlQDYb6Q,5,"Stunning Masjid, very spacious, clean and peaceful. I wish it was open all the time: have visited sometimes and unfortunately was shut.",2021-06-01T10:40:21Z
