Topics,Topic Text,distributions,Unique Words,Text
"[(2, 0.9698007)]","(2, '0.016*""staff"" + 0.014*""great"" + 0.012*""well"" + 0.010*""really"" + 0.009*""food""')","[(2, 0.96980065)]",,"Well sign posted and segregated for different types of recycling ♻️
Plenty of space and staff who are kind and helpful.
Great place to get rid of your unwanted items and recycle ♻️
Good place to put your unwanted but use able items for other people to use ♻️"
"[(2, 0.96020347)]","(2, '0.016*""staff"" + 0.014*""great"" + 0.012*""well"" + 0.010*""really"" + 0.009*""food""')","[(2, 0.9602034)]",,A Manager in the Making ... Not meet somebody that was as Professional as Daniel was at Suez Recycling Centre Sharston that was so Professional in a long. Very informative and knowledgeable about the Recycling process and the structure of Suez and Suez's goals and targets.
"[(4, 0.94160193)]","(4, '0.014*""staff"" + 0.012*""tour"" + 0.012*""really"" + 0.010*""recommend"" + 0.007*""recycling""')","[(4, 0.94160235)]",,"What a lot of recycling
And a lady member of staff was brilliant at helping me put lots of different things in the right places.
Thank you M"
"[(7, 0.95134383)]","(7, '0.020*""great"" + 0.013*""helpful"" + 0.011*""good"" + 0.009*""really"" + 0.008*""waste""')","[(7, 0.9513451)]",,Organised tidy and helpful staff on hand to help you recycle your rubbish. If you have unwanted or unloved furniture you can always put it in the large recycling container for a charity.
"[(0, 0.025006643), (1, 0.025010077), (2, 0.82488376), (3, 0.025010217), (4, 0.02502287), (5, 0.025045121), (6, 0.025009684), (7, 0.025011612)]","(2, '0.016*""staff"" + 0.014*""great"" + 0.012*""well"" + 0.010*""really"" + 0.009*""food""')","[(0, 0.025006635), (1, 0.025010072), (2, 0.82488495), (3, 0.025010211), (4, 0.02502286), (5, 0.025043981), (6, 0.025009679), (7, 0.025011605)]",,Friendly staff easy drop
"[(6, 0.93743104)]","(6, '0.013*""service"" + 0.012*""great"" + 0.011*""supplier"" + 0.008*""italian"" + 0.008*""prices""')","[(6, 0.93743414)]",,Great directions on arrival and pointed me in the right direction as to where to dump my stuff. Very refreshing to receive such great and friendly service.
"[(0, 0.0104221795), (1, 0.010427781), (2, 0.9270031), (3, 0.010425518), (4, 0.010430212), (5, 0.010436254), (6, 0.010426483), (7, 0.010428533)]","(2, '0.016*""staff"" + 0.014*""great"" + 0.012*""well"" + 0.010*""really"" + 0.009*""food""')","[(0, 0.01042218), (1, 0.010427782), (2, 0.9270031), (3, 0.010425518), (4, 0.010430213), (5, 0.0104362685), (6, 0.010426483), (7, 0.010428534)]",,"I've always found this recycling site to be welcome organised, clean and the staff helpful and approachable."
"[(6, 0.9831529)]","(6, '0.013*""service"" + 0.012*""great"" + 0.011*""supplier"" + 0.008*""italian"" + 0.008*""prices""')","[(6, 0.98315316)]",,"It's a great dump. Working 9 till 6 during the Covid Era, well organised and manned, bring your rubbish and recycle. Need help? The crew are more than happy to tell you where to stick your garden waste, in the nicest possible way. Almost.

They'll take clothes ( bagged), TVs, fluorescent tubes, old batteries, dodgy chemicals, and most household recycling. WON'T TAKE PLASTERBOARD, apparently asbestos hazard. Now have the refuse charity shop cabin for re-usable rubbish.
Top tipping....."
"[(5, 0.97753906)]","(5, '0.016*""great"" + 0.010*""helpful"" + 0.009*""friendly"" + 0.009*""staff"" + 0.009*""well""')","[(5, 0.9775388)]",,"I use this site a great deal as I loath stuff sitting around. If it is in fair to good condition I put it for sale at the site shop  I love the fact that someone else can get use out of it. The site its self is fabulous, well organised and so east to dispose of rubbish. There are more than enough places to park and everything is in walking distance even for heavy items."
"[(5, 0.937431)]","(5, '0.016*""great"" + 0.010*""helpful"" + 0.009*""friendly"" + 0.009*""staff"" + 0.009*""well""')","[(5, 0.9374303)]",,The staff who work there are always friendly and helpful. Well laid out and organised recycling site with great opening hours.
"[(5, 0.948468)]","(5, '0.016*""great"" + 0.010*""helpful"" + 0.009*""friendly"" + 0.009*""staff"" + 0.009*""well""')","[(5, 0.94846714)]",,"I love Lumns Lane tip. It's organised, staff are friendly and helpful, and it's clean and tidy. Excellent. Best of all it doesn't stink like some tips."
"[(0, 0.010421271), (1, 0.010418668), (2, 0.0104260845), (3, 0.010422466), (4, 0.92703307), (5, 0.010433652), (6, 0.010422433), (7, 0.010422339)]","(4, '0.014*""staff"" + 0.012*""tour"" + 0.012*""really"" + 0.010*""recommend"" + 0.007*""recycling""')","[(0, 0.0104212705), (1, 0.010418667), (2, 0.010426084), (3, 0.010422464), (4, 0.9270339), (5, 0.010432831), (6, 0.010422432), (7, 0.010422338)]",,On site staff are super helpful about guiding you around the site and advising on what to do with the recyclables you've brought with you.
"[(7, 0.93264765)]","(7, '0.020*""great"" + 0.013*""helpful"" + 0.011*""good"" + 0.009*""really"" + 0.008*""waste""')","[(7, 0.9326461)]",,"A very pleasant, efficient, safe and cost effective way of disposing of confidential documents - Andrew was really helpful!"
"[(2, 0.9484881)]","(2, '0.016*""staff"" + 0.014*""great"" + 0.012*""well"" + 0.010*""really"" + 0.009*""food""')","[(2, 0.94848794)]",,I called about disposing of some household sensitive documents and within 10 minutes I was dropping them off and they were securely recycled. Fast friendly service would highly recomend
"[(4, 0.97694254)]","(4, '0.014*""staff"" + 0.012*""tour"" + 0.012*""really"" + 0.010*""recommend"" + 0.007*""recycling""')","[(4, 0.97694206)]",,"This   Centre provides an extremely valuable service to the Community  from which they recycle waste paper.
The Staff, ranging from The Manager Paul to  the receptionist, always provide excellent  Customer Service  on every occasion   either by phone or in Person.
I will continue to use this company in future for all my waste paper disposal needs .
A Highly recommended Company in North Manchester."
"[(7, 0.9583123)]","(7, '0.020*""great"" + 0.013*""helpful"" + 0.011*""good"" + 0.009*""really"" + 0.008*""waste""')","[(7, 0.95831233)]",,"This is my local waste disposal area , its always staffed by helpful staff  and is kept tidy and free from debris in the parking areas.
Has lots of disposal types so sorting your waste is essential."
"[(0, 0.011366181), (1, 0.011368991), (2, 0.011399133), (3, 0.011368135), (4, 0.011381237), (5, 0.9203728), (6, 0.011368543), (7, 0.011375054)]","(5, '0.016*""great"" + 0.010*""helpful"" + 0.009*""friendly"" + 0.009*""staff"" + 0.009*""well""')","[(0, 0.011366179), (1, 0.011368989), (2, 0.011399047), (3, 0.011368133), (4, 0.011381235), (5, 0.9203728), (6, 0.011368541), (7, 0.011375052)]",,Very clean and organised for a recycling centre  plenty of staff on hand if any questions needed answers.
"[(7, 0.9775435)]","(7, '0.020*""great"" + 0.013*""helpful"" + 0.011*""good"" + 0.009*""really"" + 0.008*""waste""')","[(7, 0.9775435)]",,"Nice, clean, tidy and good organized recycling centre. I highly recommend this place for households rubbish or unwanted items and garden waste. Please remember, entry just for vehicle under 2 metres high only (No transit vans or trailers-only with promise). No trade waste allowed. Also there is a container for good, undamaged goods to donate as charity and  clothes banks."
"[(2, 0.9791513)]","(2, '0.016*""staff"" + 0.014*""great"" + 0.012*""well"" + 0.010*""really"" + 0.009*""food""')","[(2, 0.979151)]",,"Very well organised recycle centre.  There is a  large capacity dumping tips areas for different products such and household burnable waste, cardboard, small appliances, scrap metal,  bottles, cans and plastic tip, wood, garden waste etc. Today there was a 15 minutes queue in the afternoon. But once through  it did not take long to dump many bags in different bins. Staff a plite and very helpful."
"[(4, 0.9698064)]","(4, '0.014*""staff"" + 0.012*""tour"" + 0.012*""really"" + 0.010*""recommend"" + 0.007*""recycling""')","[(4, 0.96980596)]",,"Very organised and clean place to go. There are clearly marked bays and also have recycling of oil, electronic items, tyres, gardening waste as well as general and paper waste.
The road to this place needs to be repaired and the speed breakers need to be clearly marked."
"[(0, 0.0156289), (1, 0.01562951), (2, 0.89055145), (3, 0.015631871), (4, 0.015638143), (5, 0.01564144), (6, 0.015635597), (7, 0.015643056)]","(2, '0.016*""staff"" + 0.014*""great"" + 0.012*""well"" + 0.010*""really"" + 0.009*""food""')","[(0, 0.015628902), (1, 0.01562951), (2, 0.8905508), (3, 0.015631871), (4, 0.015638147), (5, 0.015642107), (6, 0.0156356), (7, 0.015643053)]",,Great staff and easy to dispose of household goods x
"[(0, 0.010423207), (1, 0.010418202), (2, 0.010435483), (3, 0.010422337), (4, 0.9270198), (5, 0.010426858), (6, 0.010422942), (7, 0.010431204)]","(4, '0.014*""staff"" + 0.012*""tour"" + 0.012*""really"" + 0.010*""recommend"" + 0.007*""recycling""')","[(0, 0.010423206), (1, 0.010418201), (2, 0.010435102), (3, 0.010422336), (4, 0.92702013), (5, 0.010426858), (6, 0.010422941), (7, 0.010431203)]",,Really helpful and pleasant chaps at the recycling centre giving advice and helping sort your rubbish
"[(0, 0.9026248), (1, 0.013899214), (2, 0.013914968), (3, 0.013901952), (4, 0.013910602), (5, 0.013925016), (6, 0.013908457), (7, 0.01391495)]","(0, '0.017*""energy"" + 0.015*""us"" + 0.011*""business"" + 0.006*""deal"" + 0.006*""food""')","[(0, 0.9026181), (1, 0.013899219), (2, 0.01391498), (3, 0.013901957), (4, 0.013910611), (5, 0.013931648), (6, 0.013908465), (7, 0.0139149595)]",,Great help from the workers and on good days youre in and out in less than 15 mins .
"[(6, 0.95134664)]","(6, '0.013*""service"" + 0.012*""great"" + 0.011*""supplier"" + 0.008*""italian"" + 0.008*""prices""')","[(6, 0.95134646)]",,Once you get in it is very efficient. The people are helpful and it’s very orderly. Don’t rely on the website or Google. You’re told it’s open but when you get there there’s a queue and the gates are closed.
"[(4, 0.9769603)]","(4, '0.014*""staff"" + 0.012*""tour"" + 0.012*""really"" + 0.010*""recommend"" + 0.007*""recycling""')","[(4, 0.9769603)]",,"Deserves 5 stars just because of how helpful the staff are, made a few trips and they always go out of their way to point you in the right direction or assist with carrying items. Smaller than other recycling centres but a life saver if you live in the surrounding areas, very convenient opening hours too. Be prepared to wait 10 mins or so, there is sometimes a queue, hit and miss so avoid peak times if possible."
"[(1, 0.28826895), (2, 0.667552)]","(2, '0.016*""staff"" + 0.014*""great"" + 0.012*""well"" + 0.010*""really"" + 0.009*""food""')","[(1, 0.2882736), (2, 0.66754735)]",,"Superb, well organised and helpful.  Can get really busy at times as the site is quite small.  Sort your waste out before you get there to make it easier for yourself and them."
"[(4, 0.9326385)]","(4, '0.014*""staff"" + 0.012*""tour"" + 0.012*""really"" + 0.010*""recommend"" + 0.007*""recycling""')","[(4, 0.93263805)]",,"Really handy, friendly staff and a good system in operation during lockdown. If you pick your time, you will avoid the queues."
"[(0, 0.012511512), (1, 0.012505056), (2, 0.012536263), (3, 0.012503994), (4, 0.012517527), (5, 0.9124058), (6, 0.012511063), (7, 0.012508808)]","(5, '0.016*""great"" + 0.010*""helpful"" + 0.009*""friendly"" + 0.009*""staff"" + 0.009*""well""')","[(0, 0.0125115095), (1, 0.0125050545), (2, 0.012531269), (3, 0.012503994), (4, 0.012517521), (5, 0.9124108), (6, 0.012511061), (7, 0.012508806)]",,"Organised, helpful staff
A lot more recycling points , toys electrical etc"
"[(2, 0.59468377), (3, 0.06421488), (4, 0.32719442)]","(2, '0.016*""staff"" + 0.014*""great"" + 0.012*""well"" + 0.010*""really"" + 0.009*""food""')","[(2, 0.5946748), (3, 0.06421476), (4, 0.32720345)]",,"What can you say about the tip :) !  Well as tips go they have got it right here.  Really easy to recycle pretty much everything,  which is brilliant,  I would suggest as you are packing up your rubbish at home sort it into similar items to speed up,  do your bit for the planet and recycle as much as you can.  Like I said,  really good set up to do your bit.  Ques  can be a bit big sometimes,  the staff are all really helpfull and friendly too.  Well done Wigan !"
"[(2, 0.9374641)]","(2, '0.016*""staff"" + 0.014*""great"" + 0.012*""well"" + 0.010*""really"" + 0.009*""food""')","[(2, 0.9374652)]",,"A bit of a queue going in, burlt site very well organised and controlled well by helpful staff. I use it regularly."
"[(4, 0.98136234)]","(4, '0.014*""staff"" + 0.012*""tour"" + 0.012*""really"" + 0.010*""recommend"" + 0.007*""recycling""')","[(4, 0.9813617)]",,"My birthday meal (a lovely surprise venue booked by my son) was held here, a place I had not visited before. We all love Italian food (there were four on our party), and all our meals, from the starters through to the desserts, were fantastic - with generous portions sizes to ensure we left nicely full 😊.
Great friendly and prompt service by all wait staff, and a really nice treat at the end of my meal with a birthday dessert plate and candle - it's these kind of gestures that make an evening more special!"
"[(2, 0.4110353), (4, 0.58300465)]","(4, '0.014*""staff"" + 0.012*""tour"" + 0.012*""really"" + 0.010*""recommend"" + 0.007*""recycling""')","[(2, 0.41103405), (4, 0.58300585)]",,"We celebrated our sons 21st birthday last night, party of twelve, and we all commented on the great staff and lovely food. The welcome from the staff was great and one member took photos of our party before being seated. We had paid a small extra amount for balloons and confetti on the table which was tastefully done and this also included a birthday card from the staff and dessert of profiteroles with a candle!
The attention from the staff was not overwhelming and we were able to enjoy our meal without constant interruption to check how things were. Everyone was very friendly and didn’t rush us at all.
The only reason I have dropped a star for  atmosphere is because the music played by a live DJ was too loud, we had my 87 year old mother with us and she struggled to join in but when asked,  it was turned down.
Everyone enjoyed their meals of Diavalu and margarita  pizza, ravioli, prawn cocktail, gnocchi etc all cooked well, served beautifully and very tasty. The puddings were lovely and not too large and one guest said it was the best tiramisu she had ever tasted.
Arranging the booking was simple and we were able to tweak our reservation without penalty. Meals were all ordered in advance and name cards were given with individuals choices written on the back which helped remind everyone. The meal itself was then served promptly and the evening was a great success."
"[(6, 0.972626)]","(6, '0.013*""service"" + 0.012*""great"" + 0.011*""supplier"" + 0.008*""italian"" + 0.008*""prices""')","[(6, 0.9726256)]",,"We were served mainly by Fabio, but all members of the team we’re excellent. Professional but relaxed. The linguine with prawns and chilli was one of the best Italian meals I’ve had in a very long time. I can recommend the Italian Sauvignon also, especially if you find New Zealand ones too ‘heavy’.  Looking forward to returning."
"[(2, 0.86581385), (3, 0.11492827)]","(2, '0.016*""staff"" + 0.014*""great"" + 0.012*""well"" + 0.010*""really"" + 0.009*""food""')","[(2, 0.8658226), (3, 0.1149195)]",,"The bruschetta starter is very tasty. Surprised that it is only one piece but we split it in half to share between two of us.
The mushroom tagliatelle pasta is exquisite, very creamy and filling.
The tiramisu is very light. Again, a bigger portion was expected but it is still very nice.

A great place to visit if you’re looking for some good quality food and nice service. Portion sizes are on the small side."
"[(3, 0.9913269)]","(3, '0.013*""cruise"" + 0.012*""river"" + 0.010*""experience"" + 0.010*""lovely"" + 0.008*""along""')","[(3, 0.99132687)]",,"Found this little GEM of a restaurant while staying in Manchester. Definitely one of the absolute best Italian meals I've had as a coeliac outside of Italy. I don't take very good pictures of food but honestly it was really tasty and my husband really enjoyed his non GF dishes too.

My mushrooms in cheese sauce starter had incredible taste, the pasta was cooked perfectly with a nice amount of sauce (and huge portion!) And the GF garlic pizza bread was lovely and crispy on the edges.

They can do GF penne for pretty much all of the pasta dishes, GF pizza's and a GF garlic bread (on a pizza base). Most of the rest of the menu can be adapted other than a few things (like Arancici or Lasagne)

The staff were SO lovely and helpful too. We were served by Lee and Mariano who couldn't do enough for us.

The restaurant is so cute and pretty as well and we were lucky enough to sit outside on the terrace part with fairy lights all around us (in my picture)

Check it out on TripAdvisor for more pics of how lovely the restaurant is 😊"
"[(1, 0.9849049)]","(1, '0.009*""pasta"" + 0.006*""mosque"" + 0.006*""solar"" + 0.006*""time"" + 0.006*""great""')","[(1, 0.9849049)]",,"Had a memorable evening with my family. The evening started with a delicious dinner at Dom's and ends with The Halle Orchestra concert.
The pate antipasti was cooked to perfection...rich & smooth with a intense aroma of fresh chicken liver.
The recommended pasta Gamberoni e Zucchine was done perfectly with the full flavours of prawns & sauce absorbed completely.
Had Zuppa di Pesce (special dish that evening) where the tomato based broth was infused with the full flavours of the various seafood completely.
Paired the above with a bottle of Gavi to compete the dinner.
Highly recommended!"
"[(1, 0.9941616)]","(1, '0.009*""pasta"" + 0.006*""mosque"" + 0.006*""solar"" + 0.006*""time"" + 0.006*""great""')","[(1, 0.9941616)]",,"Took my girlfriend here for our date night and we weren’t disappointed whatsoever, firstly on arriving we were greeted by one of the lovely servers, he gracefully guided us to our table which was situated in a nice private area next to a window. I can’t get over the atmosphere in this place! romantic, cozy and authentic. The music playing at just the right level, the ambiance, the traditional Italian decor and feel! love love love.

Such a vast menu offering a wide array of delicious cuisine,we were stuck for choice. We ended up ordering :

Garlic bread with cheese - absolutely delicious and
addictively moorish, crispy base, gooey stretchy cheese and a drizzle of olive oil, honestly stunning.

Bruschetta - simple but elegant, bursting with flavour and tasted so fresh.

Paccheri genovese - al dente pasta tubes with melt in your mouth slowly cooked beef, need I say more? this was an incredible dish, a blessing to my stomach, packed with divine flavour and texturally a masterpiece.

Spaghetti Carbonara - subtle but a delectable taste, creamy and decadent, definitely a must try

Sautéed Potatoes - the perfect little side order, garlicky, buttery and mouth-watering.

Overall Dom’s Italia left me and my girlfriend feeling over the moon with our choice for date night, the staff went above and beyond to make sure we felt as comfortable as possible and the service is like none other we’ve experienced at other businesses, if you don’t try this place you’d be doing a disservice to yourself and your tastebuds.

We will be returning."
"[(3, 0.9538606)]","(3, '0.013*""cruise"" + 0.012*""river"" + 0.010*""experience"" + 0.010*""lovely"" + 0.008*""along""')","[(3, 0.95386064)]",,"Best Italian we've had in a long time, Beef Brisket Pappardelle was beautiful as was the folded Garlic and cheese bread... highly recommend with friendly, helpful staff"
"[(5, 0.96191835)]","(5, '0.016*""great"" + 0.010*""helpful"" + 0.009*""friendly"" + 0.009*""staff"" + 0.009*""well""')","[(5, 0.96191835)]",,"Great food, we had two pasta mains with prawn and crawfish and the frutti di mare, both delicious and the deserts were lush, affogato and lemon tart.
Hasan, our waiter, was very friendly and helpful, great service from him."
"[(2, 0.96979743)]","(2, '0.016*""staff"" + 0.014*""great"" + 0.012*""well"" + 0.010*""really"" + 0.009*""food""')","[(2, 0.9697975)]",,"Stunning Italian food, starters, mains and desert 5/5, you can really taste the quality ingredients!! The service was brilliant, friendly and fast, the waiters kept an eye on topping up our wine glasses. Lovely relaxed atmosphere inside for a busy Friday evening. 100% will be visiting again."
"[(6, 0.988473)]","(6, '0.013*""service"" + 0.012*""great"" + 0.011*""supplier"" + 0.008*""italian"" + 0.008*""prices""')","[(6, 0.988473)]",,"Came for late lunch, we ordered 2 pizza starters to share, Ghiottona ( with pumpkin sauce ) and Diavola. Both were thin and absolutely delicious, gone in minutes because they were that good.

For mains we ordered Lamb Ragu with Pappardelle, the slow cooked lamb was very tender and mouth watering, a helping of black pepper….spot on. Special for the day Ravioli, fish and spinach. Presented beautifully and tasted just as good. Diced prawns with pasta in tomato and brandy sauce and the final dish was small shell pasta with Italian sausages, porcini and truffle sauce. We thoroughly enjoyed our meals, and staff were very friendly and attentive. If you’re in Manchester and fancy authentic Italian food, then Vero Moderno is the place to go. We highly recommend this place."
"[(4, 0.9861008)]","(4, '0.014*""staff"" + 0.012*""tour"" + 0.012*""really"" + 0.010*""recommend"" + 0.007*""recycling""')","[(4, 0.9861005)]",,"It’s hard to stand out as an Italian restaurant in Manchester as we have so many very good ones but this place for me does have that bit more about it. No sight of the old British classic lasagne as the chef likes to stick to creating fresh pasta, grilled meat and seafood as opposed to oven cooking lasagnes for long drawn out cooking. My main was Risotto with braised beef and was outstanding as were the pizza and garlic bread. Never thought I’d say this whilst giving a review of an Italian restaurant but the Burger was also out of this world. It’s served just pink as a tribute to the quality of the meat and it does not disappoint.

Please do try this the food and staff are amazing. 👌🏻"
"[(7, 0.9903774)]","(7, '0.020*""great"" + 0.013*""helpful"" + 0.011*""good"" + 0.009*""really"" + 0.008*""waste""')","[(7, 0.9903774)]",,"Fumo has a great location in a busy street in town and is set back from the busy Oxford Road intersection.
A nice entrance gives a great view of the bar which spans the rear of the restaurant with impressive mirror backing and lighting that shows off the high end spirits and the signature oversized bottles too.
Beautiful marble decor with soft wooden accents and stunning lampshades resembling jelly fish give a nice atmosphere.
Service is good and you can tell the wait staff try hard.
The food is as you expect, we ate 2 courses which came to £30 per person including. Service
Our order:
Bruschetta
Beetroot carpaccio
Garlic bread starter
Main dishes:
Penne Arabiatta
Calzone
Tagliatelle, Ragu

Everything was hot, tasted great and we had a bunch of empty plates.

We ate at 6:30 on a Sunday when it was fairly quiet due to heavy rain."
"[(7, 0.9649493)]","(7, '0.020*""great"" + 0.013*""helpful"" + 0.011*""good"" + 0.009*""really"" + 0.008*""waste""')","[(7, 0.96494913)]",,"We went at 5.30 before a show at the Palace theatre. It was very busy, good job we booked. Service was fantastic. Food was amazing, best arancini I have ever tasted and the Burrata pizza was so good 😋 I will definitely go back and would recommend."
"[(3, 0.96979773)]","(3, '0.013*""cruise"" + 0.012*""river"" + 0.010*""experience"" + 0.010*""lovely"" + 0.008*""along""')","[(3, 0.9697977)]",,"Had a lovely meal there last night food, service and atmosphere was lovely had the rogotoni pork and wild garlic meatballs and garlic bread with mozzarella cheese and balsamic glazed onions it was by far the nicest garlic bread I've ever had will definitely be back"
"[(6, 0.9415691)]","(6, '0.013*""service"" + 0.012*""great"" + 0.011*""supplier"" + 0.008*""italian"" + 0.008*""prices""')","[(6, 0.9415686)]",,"Best Italian food I've ever had in the UK, beautiful surroundings and fantastic service,  what more can I say. Our favourite Italian restaurant."
"[(2, 0.982483)]","(2, '0.016*""staff"" + 0.014*""great"" + 0.012*""well"" + 0.010*""really"" + 0.009*""food""')","[(2, 0.982483)]",,"Went to Cibo  a Tuesday night after seeing the restaurant recommended in a reddit post about romantic places to dine in Manchester.

We ordered the bruschetta and beef cappacio for starters. Our mains were the flambe pasta, and tagliatelle meatballs followed by the sharing dessert for 2. The food was delicious. My only gripe about the service was that we were without some water for a time without being offered some more.

The atmosphere is nice, but I'm not sure I would have classified it was romantic. It felt a little Instagram-y to be honest. However, the food was great."
"[(4, 0.9775393)]","(4, '0.014*""staff"" + 0.012*""tour"" + 0.012*""really"" + 0.010*""recommend"" + 0.007*""recycling""')","[(4, 0.9775393)]",,"We had a really great time, we came out as a celebration as a couple. The food was really nice especially the pasta and cheesy garlic bread. We got served by a waitress called Elle and she was incredible. She was really friendly, gave us some friendly advice on the menu and was just overall a great waitress. The only negative thing was we was right near the bin and the spacing was abit compact"
"[(2, 0.96495855)]","(2, '0.016*""staff"" + 0.014*""great"" + 0.012*""well"" + 0.010*""really"" + 0.009*""food""')","[(2, 0.9649594)]",,"Lovely restaurant I a city centre of Manchester.
We had an amazing service, we had a big group of 15 people, food was delicious,  especially pasta carbonara. Thanks to waitress she was so attentive and quick.  100% recommended .
P.s design of restaurant is so cute 😍"
"[(2, 0.9697918)]","(2, '0.016*""staff"" + 0.014*""great"" + 0.012*""well"" + 0.010*""really"" + 0.009*""food""')","[(2, 0.96979)]",,"That was my first time in this place. Lovely service from the first step to this lovely restaurant.
Atmosphere and food feel like I'm really in nice restaurant somewhere in Italy
Thanks staff for everything
That was unbelivable lunch
Defenitely will come back xx"
"[(4, 0.9860983)]","(4, '0.014*""staff"" + 0.012*""tour"" + 0.012*""really"" + 0.010*""recommend"" + 0.007*""recycling""')","[(4, 0.9860983)]",,"I discovered this restaurant with my fiancée yesterday. We were absolutely blown away by the taste of the food and the venue - I can honestly say the best Italian I have had in a very very long time. We had a few of the starters and can say they were amazing - the Mrs fell in love with the Gamberoni alla Diavola. I had the Tagliolini lobster and the Mrs had the Spaghetti Gamberoni Piccanti for our mains and we both thoroughly enjoyed it. The lobster I must say was divine. The wines were also really good to the point we bought a bottle to take home with us to have. We can honestly say we will be coming back monthly to our new favourite haunt.

I would absolutely recommend this place to anyone and everyone!"
"[(0, 0.9780951)]","(0, '0.017*""energy"" + 0.015*""us"" + 0.011*""business"" + 0.006*""deal"" + 0.006*""food""')","[(0, 0.97809494)]",,"Went to the San Carlo without a reservation. Decided to grab a spot at the bar while our table freed up. We were greeted by some shots on the house by the fantastic bartenders that gave us great advice on where to go in the city as we were visiting for football. Wasn’t long to get seated and ordered an antipasto with the focaccia bread which was lovely, the veal and risotto were also excellent. Highly recommend!"
"[(1, 0.9538702)]","(1, '0.009*""pasta"" + 0.006*""mosque"" + 0.006*""solar"" + 0.006*""time"" + 0.006*""great""')","[(1, 0.95387024)]",,Fantastic authentic Italian food really freindly staff and owner pasta and pizza were outstanding definitely recommend this place very impressive and good value for money
"[(3, 0.98712116)]","(3, '0.013*""cruise"" + 0.012*""river"" + 0.010*""experience"" + 0.010*""lovely"" + 0.008*""along""')","[(3, 0.98712105)]",,"Nice dining experience. We started with the shared platter of various appetisers; nice and fresh layout of cured meats, cheeses, olives, artichoke, cherry tomatoes and arugula. Mains followed shortly after… My partner had the lobster ravioli and I had the wild boar (ragu) linguini. Everything was served quickly, hot and delicious… Our pastas had perfectly balanced flavours. I was stuffed by the end of our mains. She indulged a little further with a nice slice of Tiramisu on the side of a Cappuccino. Staff were very friendly and the ambience made the meal feel a little more authentic as well! It wasn’t too busy when we visited, so not sure how much this added to our experience. We were very happy with our impromptu evening."
"[(1, 0.99124277)]","(1, '0.009*""pasta"" + 0.006*""mosque"" + 0.006*""solar"" + 0.006*""time"" + 0.006*""great""')","[(1, 0.9912429)]",,"Me and my girlfriend went to dinner at Don Marco. Everything was so nice, from service to food. Place itself is very cosy, both outside with over head infrared lamps, and inside with a really comfortable chairs and elegant decor. Servers were really nice and smiling- very italian. Garlic bread was the best I’ve had in Manchester so far at an italian resturant, really tasty dough. I ordered rigatoni with pancetta and tuscan sausage with mushrooms and cream base and it was cooked to perfection, every flavour came together and it was not heavy on stomach even after having a decent portion, also ordered penne arabiata- again really flavourful. My girlfriend is a vegan and she ordered Gnocci with tomato base and I must say, it was one of the best tomato pasta sauces I have tasted in Manchester. And they had vegan cheese available too. Very rightfully prices. I believe, its the closest taste to classic italian resturants, as I could get in Manchester so far. Overall- highly recommended for a nice italian dinner. Perfect for dates."
"[(0, 0.95827997)]","(0, '0.017*""energy"" + 0.015*""us"" + 0.011*""business"" + 0.006*""deal"" + 0.006*""food""')","[(0, 0.95828044)]",,Worth pre-booking. Very busy on arrival but after a short wait shown to table for pre-theatre meal. Excellent service and a nice prawn salad followed by very generous and delicious Pizza Mafiosa.
"[(5, 0.9828282)]","(5, '0.016*""great"" + 0.010*""helpful"" + 0.009*""friendly"" + 0.009*""staff"" + 0.009*""well""')","[(5, 0.9828282)]",,"Firstly, what a sauce on the raviolli!

We had dinner here last night, they had just reopened after 3 weeks shut and we were the only people in, but the waiter was very chatty but just the right amount, it seems was unfair to rate the atmosphere poorly because it was the first night back open. Im sure when people realise its back open again it will be rammed.
The food was absolutly delicious, some of the best pasta ive eaten here or in italy. Amd my daughters pizza was a huge hit aswell. Thank you for a great meal, good luck reopening."
"[(2, 0.9562046)]","(2, '0.016*""staff"" + 0.014*""great"" + 0.012*""well"" + 0.010*""really"" + 0.009*""food""')","[(2, 0.9562038)]",,"Great location
Friendly and attentive staff
Good selection on menu
Freshly made pasta daily
Customisable food options
Served quickly
Tasty food"
"[(1, 0.97262156)]","(1, '0.009*""pasta"" + 0.006*""mosque"" + 0.006*""solar"" + 0.006*""time"" + 0.006*""great""')","[(1, 0.9726202)]",,"I've been to Vapiano London a couple of times and never liked the pasta or the pizza. But THIS ONE WAS TOO GOOD. One of the best red sauce pastas I've ever had. The pasta, sauce, spice level, taste, ambiance - everything was on point. Would 100% recommend for those living in or visiting Manchester."
"[(2, 0.9484772)]","(2, '0.016*""staff"" + 0.014*""great"" + 0.012*""well"" + 0.010*""really"" + 0.009*""food""')","[(2, 0.94847727)]",,"Lovely food and Anna was the perfect hostess ☺️☺️ would recommend the lasagna, carbonara and beautiful wine.

Clean, calm surroundings and great ambience."
"[(3, 0.9697738)]","(3, '0.013*""cruise"" + 0.012*""river"" + 0.010*""experience"" + 0.010*""lovely"" + 0.008*""along""')","[(3, 0.9697732)]",,"Amazing authentic feeling restaurant setting, lovely menus with so many good options, food was really delicious, great service only thing that could make it better is an offering of grated parmesan/fresh black pepper, will definitely be back to try carbonara"
