PlaceID,Rating,Text,Timestamp
ChIJScuu5uWze0gRUop9wU16UdI,5,"The guys are friendly and helpful, the facility is well laid out and the process of trash disposal is very efficient. ⭐️⭐️⭐️⭐️⭐️",2020-07-19T11:25:41Z
ChIJScuu5uWze0gRUop9wU16UdI,5,"Very well organised, safe and friendly recycling bank",2024-01-07T23:06:22Z
ChIJScuu5uWze0gRUop9wU16UdI,5,"All of the staff were friendly and very helpful, which is great when you are unsure where to put your recycling. Well done.",2022-07-02T00:30:32Z
ChIJuUjCYcu2e0gRT4Df1fzRJxk,5,"Good site, clean and tidy, never much in the way of queues, staff are helpful and their opening hours are good also",2021-12-19T15:07:08Z
ChIJuUjCYcu2e0gRT4Df1fzRJxk,4,"This recycling centre/tip is well laid out into sections and if you're familiar with what goes where and load your vehicle accordingly, you can be in and out in next to no time. There's always someone on hand to help you out if you're not sure what goes where, and they have a signed area on display that says how well the area has done on recycling the previous month.",2022-06-19T21:30:38Z
ChIJuUjCYcu2e0gRT4Df1fzRJxk,5,Nice and clean recycling centre friendly staff easy to find great locations just near the cemetery.,2024-01-03T13:56:12Z
ChIJqaP1Adywe0gR6--RgjUJ-tk,5,Great place to get rid of unwanted household rubbish everything is clean tidy and sorted into relevant recycling places,2021-06-13T07:14:22Z
ChIJqaP1Adywe0gR6--RgjUJ-tk,5,Safe an well organised the staff on site are also really helpful whilst also getting people to recycle correctly,2020-10-11T16:11:22Z
ChIJqaP1Adywe0gR6--RgjUJ-tk,5,"Great recycling centre, very clean and with helpful staff",2022-12-14T12:59:48Z
ChIJiZsCySK2e0gROdy658KTtBk,5,Always clean and well organised friendly staff this is a good place to recycle your waste.,2022-06-22T20:52:42Z
ChIJiZsCySK2e0gROdy658KTtBk,4,"Well organised, clean and tidy and no queues if you pick the right time!",2022-09-09T17:58:29Z
ChIJiZsCySK2e0gROdy658KTtBk,5,A well organized recycling center with helpful staff.,2021-05-03T05:33:58Z
ChIJd-4_YWG3e0gRR6AROt2AW6Y,5,"An outstanding recycling centre - plenty of space, great staff, never ridiculously busy if you choose your time wisely.",2022-02-19T16:25:20Z
ChIJd-4_YWG3e0gRR6AROt2AW6Y,5,"Almost always quick and easy to recycle waste here, disposal facilities for all types of waste including clothes and shoes.",2020-12-30T14:43:47Z
ChIJd-4_YWG3e0gRR6AROt2AW6Y,5,"Staff are friendly and helpful
Tip is clean and well organised, the only let down is the public who insist on waiting for the skip they want with 10 cars queuing behind them to get rid of a microwave that you managed to carry to the car so walking 10 feet with it will be chaos",2023-06-14T09:54:42Z
ChIJo2eoTDOse0gRWKoVmw968lM,5,"Easy access, helpful staffs, clear signs for different waste.",2022-03-01T14:21:37Z
